Date,High,Low,Open,Close
3/9/2007,20,15.8,20,20
4/9/2007,20,15.8,20,20
5/9/2007,20.05,15.8,20,20.05
6/9/2007,20.05,15.8,20.05,20.05
7/9/2007,20.05,15.8,20.05,20.05
10/9/2007,20.05,15.8,20.05,20.05
11/9/2007,20.05,15.8,20.05,20.05
12/9/2007,20.05,15.8,20.05,20.05
13/09/2007,20.05,15.8,20.05,20.05
14/09/2007,20.05,15.8,20.05,20.05
17/09/2007,21,15.8,20.05,21
18/09/2007,21,15.8,21,21
19/09/2007,21,15.8,21,21
20/09/2007,21,15.8,21,21
21/09/2007,21,15.8,21,21
24/09/2007,21,15.8,21,21
25/09/2007,21,15.8,21,21
26/09/2007,21,15.8,21,21
27/09/2007,21,15.8,21,21
28/09/2007,21,15.8,21,21
1/10/2007,21.5,15.8,21,21.5
2/10/2007,22.5,15.8,21.5,22.5
3/10/2007,22.5,15.8,22.5,22.5
4/10/2007,22.5,15.8,22.5,22.5
5/10/2007,22.5,15.8,22.5,22.5
8/10/2007,22.5,15.8,22.5,22.5
9/10/2007,22.5,15.8,22.5,22.5
10/10/2007,22.5,15.8,22.5,22.5
11/10/2007,22.5,15.8,22.5,22.5
12/10/2007,22.5,15.8,22.5,22.5
16/10/2007,22.5,15.8,22.5,22.5
17/10/2007,22.5,15.8,22.5,22.5
18/10/2007,23,15.8,22.5,23
19/10/2007,23.5,15.8,23,23.5
22/10/2007,24,15.8,23.5,24
23/10/2007,24,15.8,24,24
24/10/2007,24,15.8,24,24
25/10/2007,24,15.8,24,24
26/10/2007,24.1,15.8,24,24.1
29/10/2007,24.1,15.8,24.1,24.1
30/10/2007,24.1,15.8,24.1,24.1
31/10/2007,24.1,15.8,24.1,24.1
1/11/2007,24.1,15.8,24.1,24.1
2/11/2007,24.1,15.8,24.1,24.1
5/11/2007,24.1,15.8,24.1,24.1
6/11/2007,24.1,15.8,24.1,24.1
7/11/2007,24.11,15.8,24.1,24.11
8/11/2007,24.11,15.8,24.11,24.11
12/11/2007,24.12,15.8,24.11,24.12
13/11/2007,24.12,15.8,24.12,24.12
14/11/2007,24.12,15.8,24.12,24.12
15/11/2007,24.12,15.8,24.12,24.12
16/11/2007,24.13,15.8,24.12,24.13
19/11/2007,24.13,15.8,24.13,24.13
20/11/2007,24.13,15.8,24.13,24.13
21/11/2007,24.13,15.8,24.13,24.13
22/11/2007,24.13,15.8,24.13,24.13
23/11/2007,24.13,15.8,24.13,24.13
26/11/2007,24.13,15.8,24.13,24.13
27/11/2007,24.13,15.8,24.13,24.13
28/11/2007,24.13,15.8,24.13,24.13
29/11/2007,24.13,15.8,24.13,24.13
30/11/2007,24.13,15.8,24.13,24.13
3/12/2007,24.13,15.8,24.13,24.13
4/12/2007,24.13,15.8,24.13,24.13
5/12/2007,24.13,15.8,24.13,24.13
6/12/2007,24.13,15.8,24.13,24.13
10/12/2007,24.13,15.8,24.13,24.13
11/12/2007,24.13,15.8,24.13,24.13
12/12/2007,25.37,15.8,24.13,25.37
13/12/2007,25.37,15.8,25.37,25.37
14/12/2007,25.37,15.8,25.37,25.37
17/12/2007,25.37,15.8,25.37,25.37
18/12/2007,25.37,15.8,25.37,25.37
20/12/2007,25.37,15.8,25.37,25.37
21/12/2007,25.37,15.8,25.37,25.37
24/12/2007,25.37,15.8,25.37,25.37
24/12/2007,25.37,15.8,25.37,25.37
27/12/2007,25.37,15.8,25.37,25.37
28/12/2007,26,15.8,25.37,26
31/12/2007,26,15.8,26,26
2/1/2008,26,15.8,26,26
3/1/2008,26,26,26,26
4/1/2008,26,26,26,26
7/1/2008,26,26,26,26
8/1/2008,26,26,26,26
9/1/2008,26,26,26,26
10/1/2008,26,26,26,26
11/1/2008,26,26,26,26
14/01/2008,26.1,26,26,26.1
15/01/2008,26.1,26,26.1,26.1
16/01/2008,26.1,26,26.1,26.1
17/01/2008,26.1,26,26.1,26.1
18/01/2008,26.6,26,26.1,26.6
21/01/2008,26.6,26,26.6,26.6
22/01/2008,26.6,26,26.6,26.6
23/01/2008,26.6,26,26.6,26.6
24/01/2008,26.6,26,26.6,26.6
25/01/2008,26.6,26,26.6,26.6
28/01/2008,26.6,26,26.6,26.6
29/01/2008,26.6,26,26.6,26.6
30/01/2008,26.6,26,26.6,26.6
31/01/2008,26.6,26,26.6,26.6
1/2/2008,26.6,26,26.6,26.6
4/2/2008,26.6,26,26.6,26.6
5/2/2008,26.6,26,26.6,26.6
6/2/2008,26.6,26,26.6,26.6
7/2/2008,26.6,26,26.6,26.6
8/2/2008,26.6,26,26.6,26.6
11/2/2008,26.6,26,26.6,26.6
12/2/2008,26.6,26,26.6,26.6
13/02/2008,26.6,26,26.6,26.6
14/02/2008,26.6,26,26.6,26.6
15/02/2008,26.6,26,26.6,26.6
18/02/2008,26.61,26,26.6,26.61
19/02/2008,26.61,26,26.61,26.61
20/02/2008,26.61,26,26.61,26.61
21/02/2008,26.63,26,26.61,26.63
22/02/2008,26.63,26,26.63,26.63
25/02/2008,26.63,26,26.63,26.63
26/02/2008,26.63,26,26.63,26.63
27/02/2008,26.64,26,26.63,26.64
28/02/2008,26.65,26,26.64,26.65
29/02/2008,26.65,26,26.65,26.65
3/3/2008,26.65,26,26.65,26.65
4/3/2008,26.65,26,26.65,26.65
5/3/2008,26.65,26,26.65,26.65
7/3/2008,26.66,26,26.65,26.66
10/3/2008,26.66,26,26.66,26.66
11/3/2008,26.67,26,26.66,26.67
12/3/2008,26.67,26,26.67,26.67
13/03/2008,26.67,26,26.67,26.67
14/03/2008,26.77,26,26.67,26.77
17/03/2008,26.77,26,26.77,26.77
18/03/2008,26.77,26,26.77,26.77
19/03/2008,26.77,26,26.77,26.77
20/03/2008,26.77,26,26.77,26.77
25/03/2008,26.77,26,26.77,26.77
26/03/2008,26.77,26,26.77,26.77
27/03/2008,26.77,26,26.77,26.77
28/03/2008,26.77,26,26.77,26.77
31/03/2008,26.77,26,26.77,26.77
1/4/2008,26.77,26,26.77,26.77
2/4/2008,26.77,26,26.77,26.77
3/4/2008,26.77,26,26.77,26.77
4/4/2008,26.77,26,26.77,26.77
7/4/2008,26.77,26,26.77,26.77
8/4/2008,26.77,26,26.77,26.77
9/4/2008,26.77,26,26.77,26.77
10/4/2008,26.77,26,26.77,26.77
11/4/2008,26.77,26,26.77,26.77
14/04/2008,26.77,26,26.77,26.77
16/04/2008,26.77,26,26.77,26.77
17/04/2008,26.77,26,26.77,26.77
18/04/2008,26.8,26,26.77,26.8
21/04/2008,26.8,26,26.8,26.8
22/04/2008,26.8,26,26.8,26.8
23/04/2008,26.8,26,26.8,26.8
24/04/2008,26.8,26,26.8,26.8
25/04/2008,26.8,26,26.8,26.8
28/04/2008,26.8,26,26.8,26.8
29/04/2008,26.8,26,26.8,26.8
30/04/2008,26.8,26,26.8,26.8
2/5/2008,26.8,26,26.8,26.8
5/5/2008,27,26,26.8,27
6/5/2008,27,26,27,27
7/5/2008,27,26,27,27
8/5/2008,27,26,27,27
9/5/2008,27.05,26,27,27.05
12/5/2008,27.05,26,27.05,27.05
13/05/2008,27.05,26,27.05,27.05
14/05/2008,27.06,26,27.05,27.06
15/05/2008,27.07,26,27.06,27.07
16/05/2008,27.07,26,27.07,27.07
19/05/2008,27.08,26,27.07,27.08
20/05/2008,27.09,26,27.08,27.09
21/05/2008,27.09,26,27.09,27.09
22/05/2008,27.09,26,27.09,27.09
23/05/2008,27.09,26,27.09,27.09
27/05/2008,27.09,26,27.09,27.09
28/05/2008,27.1,26,27.09,27.1
29/05/2008,27.1,26,27.1,27.1
30/05/2008,27.14,26,27.1,27.14
2/6/2008,27.14,26,27.14,27.14
3/6/2008,27.14,26,27.14,27.14
4/6/2008,27.14,26,27.14,27.14
5/6/2008,27.14,26,27.14,27.14
6/6/2008,27.14,26,27.14,27.14
9/6/2008,27.14,26,27.14,27.14
10/6/2008,29.8,26,27.14,29.8
11/6/2008,29.8,26,29.8,29.8
12/6/2008,29.8,26,29.8,29.8
13/06/2008,29.8,26,29.8,29.8
16/06/2008,29.8,26,29.8,29.8
17/06/2008,29.81,26,29.8,29.81
18/06/2008,30.5,26,29.81,30.5
19/06/2008,30.5,26,30.5,30.5
20/06/2008,30.8,26,30.5,30.8
23/06/2008,30.8,26,30.8,30.8
24/06/2008,30.81,26,30.8,30.81
25/06/2008,30.83,26,30.81,30.83
26/06/2008,30.83,26,30.83,30.83
27/06/2008,30.83,26,30.83,30.83
30/06/2008,30.83,26,30.83,30.83
2/7/2008,30.83,26,30.83,30.83
3/7/2008,30.84,26,30.83,30.84
4/7/2008,30.84,26,30.84,30.84
7/7/2008,30.84,26,30.84,30.84
8/7/2008,30.9,26,30.84,30.9
9/7/2008,35.01,26,30.9,35.01
10/7/2008,35.01,26,35.01,35.01
11/7/2008,35.06,26,35.01,35.06
14/07/2008,35.08,26,35.06,35.08
15/07/2008,35.08,26,35.08,35.08
16/07/2008,35.08,26,35.08,35.08
17/07/2008,35.08,26,35.08,35.08
18/07/2008,35.1,26,35.08,35.1
21/07/2008,35.15,26,35.1,35.15
22/07/2008,35.16,26,35.15,0
23/07/2008,36,26,35.16,36
24/07/2008,36,26,36,36
25/07/2008,36.1,26,36,36.1
28/07/2008,36.11,26,36.1,36.11
29/07/2008,36.11,26,36.11,36.11
30/07/2008,36.12,26,36.11,36.12
31/07/2008,36.12,26,36.12,36.12
1/8/2008,37.05,26,36.12,37.05
4/8/2008,37.05,26,37.05,37.05
5/8/2008,37.06,26,37.05,37.06
6/8/2008,37.06,26,37.06,37.06
7/8/2008,37.06,26,37.06,37.06
8/8/2008,37.07,26,37.06,37.07
11/8/2008,37.07,26,37.07,37.07
12/8/2008,37.07,26,37.07,37.07
13/08/2008,37.07,26,37.07,37.07
14/08/2008,37.07,26,37.07,37.07
15/08/2008,37.07,26,37.07,37.07
18/08/2008,37.07,26,37.07,37.07
19/08/2008,38,26,37.07,38
20/08/2008,38,26,38,38
21/08/2008,38,26,38,38
22/08/2008,38,26,38,38
23/08/2008,20,15.8,20,20
25/08/2008,38,26,38,38
26/08/2008,38,26,38,38
27/08/2008,38,26,38,38
28/08/2008,38,26,38,38
29/08/2008,38,26,38,38
1/9/2008,38,26,38,38
2/9/2008,38,26,38,38
3/9/2008,38,26,38,38
4/9/2008,38,26,38,38
5/9/2008,38,26,38,38
8/9/2008,38,26,38,38
9/9/2008,38,26,38,38
10/9/2008,38,26,38,38
11/9/2008,38,26,38,38
12/9/2008,38,26,38,38
15/09/2008,38,26,38,38
16/09/2008,38,26,38,38
17/09/2008,38,26,38,38
18/09/2008,38,26,38,38
19/09/2008,38,26,38,38
22/09/2008,38,26,38,38
23/09/2008,38,26,38,38
24/09/2008,38,26,38,38
25/09/2008,38,26,38,38
26/09/2008,38,26,38,38
29/09/2008,38,26,38,38
1/10/2008,38,26,38,38
2/10/2008,38,26,38,38
3/10/2008,38,26,38,38
6/10/2008,38,26,38,38
7/10/2008,38,26,38,38
8/10/2008,38,26,38,38
9/10/2008,38,26,38,38
10/10/2008,38,26,38,38
13/10/2008,38,26,38,38
14/10/2008,38,26,38,38
15/10/2008,38,26,38,38
17/10/2008,38,26,38,38
17/10/2008,38,26,38,38
17/10/2008,38,26,38,38
20/10/2008,38,26,38,38
21/10/2008,38,26,38,38
22/10/2008,38,26,38,38
23/10/2008,38,26,38,38
24/10/2008,38,26,38,38
27/10/2008,38,26,38,38
28/10/2008,38,26,38,38
29/10/2008,38,26,38,38
30/10/2008,38,26,38,38
31/10/2008,38,26,38,38
3/11/2008,38,26,38,38
4/11/2008,38,26,38,38
5/11/2008,38,26,38,38
6/11/2008,38,26,38,38
7/11/2008,38,26,38,38
10/11/2008,38,26,38,38
11/11/2008,38,26,38,38
12/11/2008,38,26,38,38
13/11/2008,38,26,38,38
14/11/2008,38,26,38,38
17/11/2008,38,26,38,38
18/11/2008,38,26,38,38
19/11/2008,38,26,38,38
20/11/2008,38,26,38,38
21/11/2008,38,26,38,38
24/11/2008,38,26,38,38
25/11/2008,38,26,38,38
26/11/2008,38,26,38,38
27/11/2008,38,26,38,38
28/11/2008,38,26,38,38
1/12/2008,38,26,38,38
2/12/2008,38,26,38,38
3/12/2008,38,26,38,38
4/12/2008,38,26,38,38
9/12/2008,38,26,38,38
10/12/2008,38,26,38,38
11/12/2008,38,26,38,38
12/12/2008,38,26,38,38
15/12/2008,38,26,38,38
16/12/2008,38,26,38,38
17/12/2008,38,26,38,38
17/12/2008,38,26,38,38
18/12/2008,38,26,38,38
18/12/2008,38,26,38,38
19/12/2008,38,26,38,38
22/12/2008,38,26,38,38
23/12/2008,38,26,38,38
24/12/2008,38,26,38,38
29/12/2008,38,26,38,38
30/12/2008,38,26,38,38
31/12/2008,38,26,38,38
2/1/2009,38,38,38,38
5/1/2009,38,38,38,38
6/1/2009,38,38,38,38
7/1/2009,38,38,38,38
8/1/2009,38,38,38,38
9/1/2009,38,38,38,38
12/1/2009,38,38,38,38
13/01/2009,38,38,38,38
14/01/2009,38,38,38,38
15/01/2009,38,38,38,38
16/01/2009,38,38,38,38
19/01/2009,38,38,38,38
20/01/2009,38,38,38,38
21/01/2009,38,38,38,38
22/01/2009,38,38,38,38
23/01/2009,38,38,38,38
26/01/2009,38,38,38,38
27/01/2009,38,38,38,38
28/01/2009,38,38,38,38
29/01/2009,38,38,38,38
30/01/2009,38,38,38,38
2/2/2009,38,38,38,38
3/2/2009,38,38,38,38
4/2/2009,38,38,38,38
5/2/2009,38,38,38,38
6/2/2009,38,38,38,38
9/2/2009,38,38,38,38
10/2/2009,38,38,38,38
11/2/2009,38,38,38,38
12/2/2009,38,38,38,38
13/02/2009,38,38,38,38
16/02/2009,38,38,38,38
17/02/2009,38,38,38,38
18/02/2009,38,38,38,38
19/02/2009,38,38,38,38
20/02/2009,38,38,38,38
23/02/2009,38,38,38,38
24/02/2009,38,38,38,38
25/02/2009,38,38,38,38
26/02/2009,38,38,38,38
27/02/2009,38,38,38,38
2/3/2009,38,38,38,38
3/3/2009,38,38,38,38
4/3/2009,38,38,38,38
5/3/2009,38,38,38,38
9/3/2009,38,38,38,38
10/3/2009,38,38,38,38
11/3/2009,38,38,38,38
12/3/2009,38,38,38,38
13/03/2009,38,38,38,38
16/03/2009,38,38,38,38
17/03/2009,38,38,38,38
18/03/2009,38,38,38,38
19/03/2009,38,38,38,38
20/03/2009,38,38,38,38
23/03/2009,38,38,38,38
24/03/2009,38,38,38,38
25/03/2009,38,38,38,38
26/03/2009,38,38,38,38
27/03/2009,38,38,38,38
30/03/2009,38,38,38,38
31/03/2009,38,38,38,38
1/4/2009,38,38,38,38
2/4/2009,38,38,38,38
3/4/2009,38,32.3,38,32.3
23/04/2009,38,32.3,32.3,32.3
24/04/2009,38,32.3,32.3,32.3
27/04/2009,38,32.3,32.3,32.3
28/04/2009,38,32.3,32.3,32.3
29/04/2009,38,32.3,32.3,32.3
30/04/2009,38,32.3,32.3,32.3
4/5/2009,38,32.3,32.3,32.3
5/5/2009,38,32.3,32.3,32.3
6/5/2009,38,32.3,32.3,32.3
7/5/2009,38,32.3,32.3,32.3
8/5/2009,38,32.3,32.3,32.3
11/5/2009,38,32.3,32.3,32.3
12/5/2009,38,32.3,32.3,32.3
13/05/2009,38,32.3,32.3,32.3
14/05/2009,38,32.29,32.3,32.29
15/05/2009,38,32.29,32.3,32.29
18/05/2009,38,32.29,32.3,32.29
19/05/2009,38,32.29,32.3,32.29
20/05/2009,38,32.29,32.3,32.29
21/05/2009,38,32.29,32.3,32.29
22/05/2009,38,32.29,32.3,32.29
26/05/2009,38,29,32.29,29
27/05/2009,38,29,32.29,29
28/05/2009,38,29,32.29,29
29/05/2009,38,29,32.29,29
1/6/2009,38,29,32.29,29
2/6/2009,38,29,32.29,29
3/6/2009,38,29,32.29,29
4/6/2009,38,29,32.29,29
5/6/2009,38,29,32.29,29
8/6/2009,38,29,32.29,29
9/6/2009,38,29,32.29,29
10/6/2009,38,29,32.29,29
11/6/2009,38,29,32.29,29
12/6/2009,38,29,32.29,29
15/06/2009,38,29,32.29,29
16/06/2009,38,29,32.29,29
17/06/2009,38,29,32.29,29
18/06/2009,38,29,32.29,29
19/06/2009,38,29,32.29,29
22/06/2009,38,29,32.29,29
23/06/2009,38,29,32.29,29
24/06/2009,38,29,32.29,29
25/06/2009,38,29,32.29,29
26/06/2009,38,29,32.29,29
29/06/2009,38,29,29,29
30/06/2009,38,29,29,29
2/7/2009,38,29,29,29
3/7/2009,38,29,29,29
6/7/2009,38,29,29,29
7/7/2009,38,29,29,29
8/7/2009,38,29,29,29
9/7/2009,38,29,29,29
10/7/2009,38,29,29,29
13/07/2009,38,29,29,29
14/07/2009,38,29,29,29
15/07/2009,38,29,29,29
16/07/2009,38,29,29,29
17/07/2009,38,29,29,29
20/07/2009,38,29,29,29
21/07/2009,38,29,29,29
22/07/2009,38,29,29,29
23/07/2009,38,29,29,29
24/07/2009,38,29,29,29
27/07/2009,38,29,29,29
28/07/2009,38,29,29,29
29/07/2009,38,29,29,29
30/07/2009,38,29,29,29
31/07/2009,38,29,29,29
3/8/2009,38,29,29,29
4/8/2009,38,29,29,29
5/8/2009,38,29,29,29
6/8/2009,38,29,29,29
7/8/2009,38,29,29,29
10/8/2009,38,29,29,29
11/8/2009,38,29,29,29
12/8/2009,38,29,29,29
13/08/2009,38,29,29,29
14/08/2009,38,29,29,29
17/08/2009,38,29,29,29
18/08/2009,38,29,29,29
19/08/2009,38,29,29,29
20/08/2009,38,29,29,29
21/08/2009,38,29,29,29
24/08/2009,38,29,29,29
25/08/2009,38,29,29,29
26/08/2009,38,29,29,29
27/08/2009,38,29,29,29
28/08/2009,38,29,29,29
31/08/2009,38,29,29,29
1/9/2009,38,29,29,29
2/9/2009,38,29,29,29
3/9/2009,38,29,29,29
4/9/2009,38,29,29,29
7/9/2009,38,29,29,29
8/9/2009,38,29,29,29
9/9/2009,38,29,29,29
10/9/2009,38,29,29,29
11/9/2009,38,29,29,29
14/09/2009,38,29,29,29
15/09/2009,38,29,29,29
16/09/2009,38,29,29,29
17/09/2009,38,29,29,29
18/09/2009,38,29,29,29
22/09/2009,38,29,29,29
23/09/2009,38,29,29,29
24/09/2009,38,29,29,29
25/09/2009,38,29,29,29
28/09/2009,38,29,29,29
29/09/2009,38,29,29,29
30/09/2009,38,29,29,29
1/10/2009,38,29,29,29
2/10/2009,38,29,29,29
5/10/2009,38,29,29,29
6/10/2009,38,29,29,29
7/10/2009,38,29,29,29.01
8/10/2009,38,29,29.01,29.01
9/10/2009,38,29,29.01,29.01
12/10/2009,38,29,29.01,29.01
13/10/2009,38,29,29.01,29.01
14/10/2009,38,29,29.01,29.01
15/10/2009,38,29,29.01,29.01
16/10/2009,38,29,29.01,29.2
19/10/2009,38,29,29.2,29.2
20/10/2009,38,29,29.2,29.2
21/10/2009,38,29,29.2,29.25
22/10/2009,38,29,29.25,29.25
23/10/2009,38,29,29.25,29.25
26/10/2009,38,29,29.25,29.25
27/10/2009,38,29,29.25,29.25
28/10/2009,38,29,29.25,29.25
29/10/2009,38,29,29.25,29.25
30/10/2009,38,29,29.25,29.25
2/11/2009,38,29,29.25,29.25
3/11/2009,38,29,29.25,29.25
4/11/2009,38,29,29.25,29.25
5/11/2009,38,29,29.25,29.25
6/11/2009,38,29,29.25,29.25
9/11/2009,38,29,29.25,29.25
10/11/2009,38,29,29.25,29.25
11/11/2009,38,29,29.25,29.25
12/11/2009,38,29,29.25,29.25
13/11/2009,38,29,29.25,29.25
16/11/2009,38,29,29.25,29.25
17/11/2009,38,29,29.25,30
18/11/2009,38,29,30,30
19/11/2009,38,29,30,30
20/11/2009,38,29,30,30
23/11/2009,38,29,30,30
24/11/2009,38,29,30,30
25/11/2009,38,29,30,30
26/11/2009,38,29,30,30
30/11/2009,38,29,30,30
1/12/2009,38,29,30,30
2/12/2009,38,29,30,30
3/12/2009,38,29,30,30
7/12/2009,38,29,30,30
8/12/2009,38,29,30,30
9/12/2009,38,29,30,30
10/12/2009,38,29,30,30
11/12/2009,38,29,30,30
14/12/2009,38,29,30,30
15/12/2009,38,29,30,30
16/12/2009,38,29,30,30
17/12/2009,38,29,30,30
18/12/2009,38,29,30,30
21/12/2009,38,29,30,30
22/12/2009,38,29,30,30
23/12/2009,38,29,30,30
24/12/2009,38,29,30,30
29/12/2009,38,29,30,30
30/12/2009,38,29,30,30
31/12/2009,38,29,30,30
4/1/2010,38,29,30,30
5/1/2010,38,29,30,30
6/1/2010,30,30,30,30
7/1/2010,30,30,30,30
8/1/2010,30,30,30,30
11/1/2010,30,30,30,30
12/1/2010,30,30,30,30
13/01/2010,30,30,30,30
14/01/2010,30,30,30,30
15/01/2010,30,30,30,30
18/01/2010,30,30,30,30
19/01/2010,30,30,30,30
20/01/2010,30,30,30,30
21/01/2010,30,30,30,30
22/01/2010,30,30,30,30
25/01/2010,30,30,30,30
26/01/2010,30,30,30,30
27/01/2010,30,30,30,30
28/01/2010,30.2,30,30,30.2
29/01/2010,30.2,30,30.2,30.2
1/2/2010,30.2,30,30.2,30.2
2/2/2010,30.2,30,30.2,30.2
3/2/2010,30.2,30,30.25,30.31
4/2/2010,30.2,30,30.35,30.35
5/2/2010,30.2,30,30.35,30.35
8/2/2010,30.39,30,30.39,30.39
9/2/2010,30.39,30,30.39,30.39
10/2/2010,30.45,30,30.45,30.45
11/2/2010,30.66,30,30.58,30.66
12/2/2010,30.66,30,30.66,30.66
15/02/2010,30.66,30,30.66,30.66
16/02/2010,30.66,30,30.66,30.66
17/02/2010,30.7,30,30.66,30.7
18/02/2010,30.7,30,30.7,30.7
19/02/2010,30.7,30,30.7,30.7
22/02/2010,30.7,30,30.7,30.7
23/02/2010,30.7,30,30.7,30.7
24/02/2010,30.85,30,30.72,30.85
25/02/2010,31,30,31,31
26/02/2010,31,30,31.05,31.05
1/3/2010,31,30,31,31
2/3/2010,31,30,31.05,31.05
3/3/2010,31,30,31.05,31.05
4/3/2010,31,30,31.05,31.05
5/3/2010,31,30,31.05,31.05
9/3/2010,31.2,30,31.05,31.2
10/3/2010,31.22,30,31.2,31.22
11/3/2010,31.23,30,31.23,31.23
12/3/2010,31.23,30,31.23,31.23
15/03/2010,31.23,30,31.23,31.23
16/03/2010,31.23,30,31.23,31.23
17/03/2010,31.3,30,31.26,31.3
18/03/2010,31.33,30,31.3,31.33
19/03/2010,31.33,30,31.3,31.33
22/03/2010,31.37,30,31.37,31.37
23/03/2010,31.37,30,31.37,31.37
24/03/2010,32,30,31.37,32
25/03/2010,32.08,30,31.37,32.08
26/03/2010,32.08,30,31.37,32.08
29/03/2010,32.25,30,32.09,32.25
30/03/2010,32.64,30,32.09,32.64
31/03/2010,32.75,30,32.75,32.75
1/4/2010,32.85,30,32.85,32.85
6/4/2010,32.85,30,32.85,32.85
7/4/2010,32.9,30,32.85,32.9
8/4/2010,32.9,30,32.85,32.9
12/4/2010,32.9,30,32.85,32.9
13/04/2010,32.9,30,32.85,32.9
14/04/2010,33.4,30,33.4,33.4
15/04/2010,33.4,30,33.4,33.4
16/04/2010,33.4,30,33.4,33.4
19/04/2010,33.4,30,33.4,33.4
20/04/2010,33.4,30,33.4,33.4
21/04/2010,34.52,30,33.4,34.52
22/04/2010,36.69,30,33.4,36.69
23/04/2010,39.71,30,33.4,39.71
26/04/2010,39.71,30,33.4,39.71
27/04/2010,39.71,30,33.4,39.71
28/04/2010,39.71,30,33.4,39.71
29/04/2010,39.71,30,33.4,39.71
30/04/2010,39.71,30,33.4,39.71
4/5/2010,39.72,30,39.71,39.72
5/5/2010,40.01,30,39.72,40.01
6/5/2010,40.01,30,39.72,40.01
7/5/2010,40.01,30,39.72,40.01
10/5/2010,40.01,30,39.72,40.01
11/5/2010,40.01,30,39.72,40.01
12/5/2010,40.01,30,39.72,40.01
13/05/2010,40.5,30,40.01,40.5
14/05/2010,40.5,30,40.01,40.5
17/05/2010,40.5,30,40.01,40.5
18/05/2010,40.55,30,40.01,40.55
19/05/2010,40.55,30,40.55,38
20/05/2010,40.59,30,38,40.59
21/05/2010,41.5,30,40.59,41.5
24/05/2010,41.5,30,40.59,41.5
26/05/2010,41.5,30,40.59,41.5
27/05/2010,41.5,30,40.59,41.5
28/05/2010,41.5,30,40.59,41.5
31/05/2010,41.51,30,41.5,41.51
1/6/2010,41.51,30,41.5,41.51
2/6/2010,41.65,30,41.51,41.65
3/6/2010,42.12,30,41.65,42.12
4/6/2010,42.12,30,41.65,42.12
7/6/2010,42.12,30,41.65,42.12
8/6/2010,42.14,30,41.65,42.14
9/6/2010,42.14,30,41.65,42.14
10/6/2010,42.5,30,41.65,42.5
11/6/2010,42.5,30,42.5,42.5
14/06/2010,42.5,30,42.5,42.5
15/06/2010,42.5,30,42.5,42.5
16/06/2010,42.5,30,42.5,42.56
17/06/2010,42.65,30,42.56,42.65
18/06/2010,42.7,30,42.65,42.7
21/06/2010,42.7,30,42.7,42.7
22/06/2010,42.7,30,42.8,42.8
23/06/2010,42.7,30,42.8,42.8
24/06/2010,42.7,30,42.8,42.8
25/06/2010,42.7,30,42.8,42.8
28/06/2010,42.7,30,42.8,42.8
29/06/2010,42.7,30,42.8,42.8
30/06/2010,42.7,30,42.9,42.9
2/7/2010,42.7,30,42.9,42.9
5/7/2010,42.7,30,42.9,42.9
6/7/2010,42.7,30,42.9,42.9
7/7/2010,42.7,30,42.9,42.9
8/7/2010,42.7,30,42.9,40.55
9/7/2010,42.9,30,42.9,42.9
12/7/2010,42.9,30,42.9,42.9
13/07/2010,42.9,30,42.7,42.7
14/07/2010,42.9,30,42.7,42.7
15/07/2010,42.9,30,42.7,42.7
16/07/2010,42.9,30,42.7,42.7
19/07/2010,42.9,30,42.7,42.7
