Daily Date,High,Low,Open,Close
8/11/2007,5.49,5.4,5.49,5.49
12/11/2007,5.49,5.4,5.49,5.49
13/11/2007,5.49,5.4,5.49,5.49
14/11/2007,5.49,5.4,5.49,5.49
15/11/2007,5.49,5.4,5.49,5.49
16/11/2007,5.49,5.4,5.49,5.49
19/11/2007,5.49,5.4,5.49,5.49
20/11/2007,5.49,5.4,5.49,5.49
21/11/2007,5.49,5.4,5.49,5.49
22/11/2007,5.49,5.4,5.49,5.49
23/11/2007,5.49,5.4,5.49,5.49
26/11/2007,5.49,5.4,5.49,5.49
27/11/2007,5.49,5.4,5.49,5.49
28/11/2007,5.49,5.4,5.49,5.49
29/11/2007,5.49,5.4,5.49,5.49
30/11/2007,5.49,5.4,5.49,5.49
3/12/2007,5.49,5.4,5.49,5.49
4/12/2007,5.49,5.4,5.49,5.49
5/12/2007,5.49,5.4,5.49,5.49
6/12/2007,5.49,5.4,5.49,5.49
10/12/2007,5.49,5.4,5.49,5.49
11/12/2007,5.49,5.4,5.49,5.49
12/12/2007,5.49,5.4,5.49,5.49
13/12/2007,5.49,5.4,5.49,5.49
14/12/2007,5.49,5.4,5.49,5.49
17/12/2007,5.49,5.4,5.49,5.49
18/12/2007,5.49,5.4,5.49,5.49
20/12/2007,5.49,5.4,5.49,5.49
21/12/2007,5.49,5.4,5.49,5.49
24/12/2007,5.49,5.4,5.49,5.49
24/12/2007,5.49,5.4,5.49,5.49
27/12/2007,5.49,5.4,5.49,5.49
28/12/2007,5.49,5.4,5.49,5.49
31/12/2007,5.49,5.4,5.49,5.49
2/1/2008,5.49,5.4,5.49,5.49
3/1/2008,5.49,5.49,5.49,5.49
4/1/2008,5.49,5.49,5.49,5.49
7/1/2008,5.49,5.49,5.49,5.49
8/1/2008,5.49,5.49,5.49,5.49
9/1/2008,5.5,5.49,5.49,5.5
10/1/2008,5.5,5.49,5.5,5.5
11/1/2008,5.5,5.49,5.5,5.5
14/01/2008,5.5,5.49,5.5,5.5
15/01/2008,5.5,5.49,5.5,5.5
16/01/2008,5.5,5.49,5.5,5.5
17/01/2008,5.5,5.49,5.5,5.5
18/01/2008,5.5,5.49,5.5,5.5
21/01/2008,5.5,5.49,5.5,5.5
22/01/2008,5.5,5.49,5.5,5.5
23/01/2008,5.5,5.49,5.5,5.5
24/01/2008,5.5,5.49,5.5,5.5
25/01/2008,5.5,5.49,5.5,5.5
28/01/2008,5.5,5.49,5.5,5.5
29/01/2008,5.5,5.49,5.5,5.5
30/01/2008,5.5,5.49,5.5,5.5
31/01/2008,5.5,5.49,5.5,5.5
1/2/2008,5.5,5.49,5.5,5.5
4/2/2008,5.5,5.49,5.5,5.5
5/2/2008,5.5,5.49,5.5,5.5
6/2/2008,5.5,5.49,5.5,5.5
7/2/2008,5.5,5.49,5.5,5.5
8/2/2008,5.5,5.49,5.5,5.5
11/2/2008,5.5,5.49,5.5,5.5
12/2/2008,5.5,5.49,5.5,5.5
13/02/2008,5.5,5.49,5.5,5.5
14/02/2008,5.5,5.49,5.5,5.5
15/02/2008,5.5,5.49,5.5,5.5
18/02/2008,5.5,5.49,5.5,5.5
19/02/2008,5.5,5.49,5.5,5.5
20/02/2008,5.5,5.49,5.5,5.5
21/02/2008,5.5,5.49,5.5,5.5
22/02/2008,5.51,5.49,5.5,5.51
25/02/2008,5.51,5.49,5.51,5.51
26/02/2008,5.51,5.49,5.51,5.51
27/02/2008,5.51,5.49,5.51,5.51
28/02/2008,5.51,5.49,5.51,5.51
29/02/2008,5.51,5.49,5.51,5.51
3/3/2008,5.53,5.49,5.51,5.53
4/3/2008,5.53,5.49,5.53,5.53
5/3/2008,5.53,5.49,5.53,5.53
7/3/2008,5.54,5.49,5.53,5.54
10/3/2008,5.54,5.49,5.54,5.54
11/3/2008,5.54,5.49,5.54,5.54
12/3/2008,5.54,5.49,5.54,5.54
13/03/2008,5.54,5.49,5.54,5.54
14/03/2008,5.55,5.49,5.54,5.55
17/03/2008,5.55,5.49,5.55,5.55
18/03/2008,5.55,5.49,5.55,5.55
19/03/2008,5.55,5.49,5.55,5.55
20/03/2008,5.56,5.49,5.55,5.56
25/03/2008,5.56,5.49,5.56,5.56
26/03/2008,5.56,5.49,5.56,5.56
27/03/2008,5.56,5.49,5.56,5.56
28/03/2008,5.57,5.49,5.56,5.57
31/03/2008,5.57,5.49,5.57,5.57
1/4/2008,5.57,5.49,5.57,5.57
3/4/2008,5.57,5.49,5.57,5.57
14/04/2008,5.57,5.49,5.57,5.57
16/04/2008,5.57,5.49,5.57,5.57
17/04/2008,5.57,5.49,5.57,5.57
18/04/2008,5.57,5.49,5.57,5.57
21/04/2008,5.57,5.49,5.57,5.57
22/04/2008,5.57,5.49,5.57,5.57
23/04/2008,5.57,5.49,5.57,5.57
24/04/2008,5.57,5.49,5.57,5.57
25/04/2008,5.57,5.49,5.57,5.57
30/04/2008,5.59,5.49,5.59,5.59
2/5/2008,6,5.49,5.59,6
5/5/2008,6,5.49,6,6
6/5/2008,6,5.49,6,6
7/5/2008,6,5.49,6,6
8/5/2008,6,5.49,6,6
9/5/2008,6,5.49,6,6
12/5/2008,6,5.49,6,6
13/05/2008,6,5.49,6,6
14/05/2008,6,5.49,6,6
15/05/2008,6,5.49,6,6
16/05/2008,6,5.49,6,6
19/05/2008,6,5.49,6,6
20/05/2008,6,5.49,6,6
21/05/2008,6,5.49,6,6
22/05/2008,6,5.49,6,6
23/05/2008,6,5.49,6,6
27/05/2008,6,5.49,6,6
28/05/2008,6,5.49,6,6
29/05/2008,6,5.49,6,6
30/05/2008,6,5.49,6,6
2/6/2008,6,5.49,6,6
3/6/2008,6,5.49,6,6
4/6/2008,6,5.49,6,6
5/6/2008,6,5.49,6,6
6/6/2008,6,5.49,6,6
9/6/2008,6,5.49,6,6
10/6/2008,6.01,5.49,6,6.01
11/6/2008,6.01,5.49,6.01,6.01
12/6/2008,6.01,5.49,6.01,6.01
13/06/2008,6.01,5.49,6.01,6.01
16/06/2008,6.01,5.49,6.01,6.01
17/06/2008,6.1,5.49,6.01,6.1
18/06/2008,6.11,5.49,6.1,6.11
19/06/2008,6.11,5.49,6.11,6.11
20/06/2008,6.11,5.49,6.11,6.11
23/06/2008,6.11,5.49,6.11,6.11
24/06/2008,6.11,5.49,6.11,6.11
25/06/2008,6.11,5.49,6.11,6.11
26/06/2008,6.11,5.49,6.11,6.11
27/06/2008,6.11,5.49,6.11,6.11
30/06/2008,6.11,5.49,6.11,6.11
2/7/2008,6.11,5.49,6.11,6.11
3/7/2008,6.11,5.49,6.11,6.11
4/7/2008,6.11,5.49,6.11,6.11
7/7/2008,6.11,5.49,6.11,6.11
8/7/2008,6.11,5.49,6.11,6.11
9/7/2008,6.15,5.49,6.11,6.15
10/7/2008,6.15,5.49,6.15,6.15
11/7/2008,6.15,5.49,6.15,6.15
14/07/2008,6.15,5.49,6.15,6.15
15/07/2008,6.15,5.49,6.15,6.15
16/07/2008,6.15,5.49,6.15,6.15
17/07/2008,6.15,5.49,6.15,6.15
18/07/2008,6.15,5.49,6.15,6.15
21/07/2008,6.15,5.49,6.15,6.15
22/07/2008,6.16,5.49,6.15,0
23/07/2008,6.16,5.49,6.16,6.16
24/07/2008,6.16,5.49,6.16,6.16
25/07/2008,6.16,5.49,6.16,6.16
28/07/2008,6.16,5.49,6.16,6.16
29/07/2008,6.16,5.49,6.16,6.16
30/07/2008,6.16,5.49,6.16,6.16
31/07/2008,6.16,5.49,6.16,6.16
1/8/2008,6.17,5.49,6.16,6.17
4/8/2008,6.17,5.49,6.17,6.17
5/8/2008,6.17,5.49,6.17,6.17
6/8/2008,6.17,5.49,6.17,6.17
7/8/2008,6.17,5.49,6.17,6.17
8/8/2008,6.2,5.49,6.17,6.2
11/8/2008,6.2,5.49,6.2,6.2
12/8/2008,6.2,5.49,6.2,6.2
13/08/2008,6.2,5.49,6.2,6.2
14/08/2008,6.2,5.49,6.2,6.2
15/08/2008,7.2,5.49,6.2,7.2
18/08/2008,7.2,5.49,7.2,7.2
19/08/2008,7.2,5.49,7.2,7.2
20/08/2008,7.2,5.49,7.2,7.2
21/08/2008,7.2,5.49,7.2,7.2
22/08/2008,7.2,5.49,7.2,7.2
23/08/2008,5.48,5.4,5.48,5.48
25/08/2008,7.2,5.49,7.2,7.2
26/08/2008,7.2,5.49,7.2,7.2
27/08/2008,7.2,5.49,7.2,7.2
28/08/2008,7.2,5.49,7.2,7.2
29/08/2008,7.2,5.49,7.2,7.2
1/9/2008,7.2,5.49,7.2,7.2
2/9/2008,7.2,5.49,7.2,7.2
3/9/2008,7.2,5.49,7.2,7.2
4/9/2008,7.2,5.49,7.2,7.2
5/9/2008,7.2,5.49,7.2,7.2
8/9/2008,7.21,5.49,7.2,7.21
9/9/2008,7.21,5.49,7.21,7.21
10/9/2008,7.22,5.49,7.21,7.22
11/9/2008,7.6,5.49,7.22,7.6
12/9/2008,7.6,5.49,7.6,7.6
15/09/2008,7.6,5.49,7.6,7.6
16/09/2008,7.6,5.49,7.6,7.6
17/09/2008,7.6,5.49,7.6,7.6
18/09/2008,7.6,5.49,7.6,7.6
19/09/2008,7.6,5.49,7.6,7.6
22/09/2008,7.6,5.49,7.6,7.6
23/09/2008,7.6,5.49,7.6,7.6
24/09/2008,7.6,5.49,7.6,7.6
25/09/2008,7.6,5.49,7.6,7.6
26/09/2008,7.6,5.49,7.6,7.6
29/09/2008,7.6,5.49,7.6,7.6
1/10/2008,7.6,5.49,7.6,7.6
2/10/2008,7.6,5.49,7.6,7.6
3/10/2008,7.6,5.49,7.6,7.6
6/10/2008,7.6,5.49,7.6,7.6
7/10/2008,7.6,5.49,7.6,7.6
8/10/2008,7.6,5.49,7.6,7.6
9/10/2008,7.6,5.49,7.6,7.6
10/10/2008,7.6,5.49,7.6,7.6
13/10/2008,7.6,5.49,7.6,7.6
14/10/2008,7.6,5.49,7.6,7.6
15/10/2008,7.6,5.49,7.6,7.6
17/10/2008,7.6,5.49,7.6,7.6
17/10/2008,7.6,5.49,7.6,7.6
17/10/2008,7.6,5.49,7.6,7.6
20/10/2008,7.6,5.49,7.6,7.6
21/10/2008,7.6,5.49,7.6,7.6
22/10/2008,7.6,5.49,7.6,7.6
23/10/2008,7.6,5.49,7.6,7.6
24/10/2008,7.6,5.49,7.6,7.6
27/10/2008,7.6,5.49,7.6,7.6
28/10/2008,7.6,5.49,7.6,7.6
29/10/2008,7.6,5.49,7.6,7.6
30/10/2008,7.6,5.49,7.6,7.6
31/10/2008,7.6,5.49,7.6,7.6
3/11/2008,7.6,5.49,7.6,7.6
4/11/2008,7.6,5.49,7.6,7.6
5/11/2008,7.6,5.49,7.6,7.6
6/11/2008,7.6,5.49,7.6,7.6
7/11/2008,7.6,5.49,7.6,7.6
10/11/2008,7.6,5.49,7.6,7.6
11/11/2008,7.6,5.49,7.6,7.6
12/11/2008,7.6,5.49,7.6,7.6
13/11/2008,7.6,5.49,7.6,7.6
14/11/2008,7.6,5.49,7.6,7.6
17/11/2008,7.6,5.49,7.6,7.6
18/11/2008,7.6,5.49,7.6,7.6
19/11/2008,7.6,5.49,7.6,7.6
20/11/2008,7.6,5.49,7.6,7.6
21/11/2008,7.6,5.49,7.6,7.6
24/11/2008,7.6,5.49,7.6,7.6
25/11/2008,7.6,5.49,7.6,7.6
26/11/2008,7.6,5.49,7.6,7.6
27/11/2008,7.6,5.49,7.6,7.6
28/11/2008,7.6,5.49,7.6,7.6
1/12/2008,7.6,5.49,7.6,7.6
2/12/2008,7.6,5.49,7.6,7.6
3/12/2008,7.6,5.49,7.6,7.6
4/12/2008,7.6,5.49,7.6,7.6
9/12/2008,7.6,5.49,7.6,7.6
10/12/2008,7.6,5.49,7.6,7.6
11/12/2008,7.6,5.49,7.6,7.6
12/12/2008,7.6,5.49,7.6,7.6
15/12/2008,7.6,5.49,7.6,7.6
16/12/2008,7.6,5.49,7.6,7.6
17/12/2008,7.6,5.49,7.6,7.6
17/12/2008,7.6,5.49,7.6,7.6
18/12/2008,7.6,5.49,7.6,
18/12/2008,7.6,5.49,7.6,7.6
19/12/2008,7.6,5.49,7.6,7.6
22/12/2008,7.6,5.49,7.6,7.6
23/12/2008,7.6,5.49,7.6,7.6
24/12/2008,7.6,5.49,7.6,7.6
29/12/2008,7.6,5.49,7.6,7.6
30/12/2008,7.6,5.49,7.6,7.6
31/12/2008,7.6,5.49,7.6,7.6
2/1/2009,7.6,7.6,7.6,7.6
5/1/2009,7.6,7.6,7.6,7.6
6/1/2009,7.6,7.6,7.6,7.6
7/1/2009,7.6,7.6,7.6,7.6
8/1/2009,7.6,7.6,7.6,7.6
9/1/2009,7.6,7.6,7.6,7.6
12/1/2009,7.6,7.6,7.6,7.6
13/01/2009,7.6,7.6,7.6,7.6
14/01/2009,7.6,7.6,7.6,7.6
15/01/2009,7.6,7.6,7.6,7.6
16/01/2009,7.6,7.6,7.6,7.6
19/01/2009,7.6,7.6,7.6,7.6
20/01/2009,7.6,7.6,7.6,7.6
21/01/2009,7.6,7.6,7.6,7.6
22/01/2009,7.6,7.6,7.6,7.6
23/01/2009,7.6,7.6,7.6,7.6
26/01/2009,7.6,7.6,7.6,7.6
27/01/2009,7.6,7.6,7.6,7.6
28/01/2009,7.6,7.6,7.6,7.6
29/01/2009,7.6,7.6,7.6,7.6
30/01/2009,7.6,7.6,7.6,7.6
2/2/2009,7.6,7.6,7.6,7.6
3/2/2009,7.6,7.6,7.6,7.6
4/2/2009,7.6,7.6,7.6,7.6
5/2/2009,7.6,7.6,7.6,7.6
6/2/2009,7.6,7.6,7.6,7.6
9/2/2009,7.6,7.6,7.6,7.6
10/2/2009,7.6,7.6,7.6,7.6
11/2/2009,7.6,7.6,7.6,7.6
12/2/2009,7.6,7.6,7.6,7.6
13/02/2009,7.6,7.6,7.6,7.6
16/02/2009,7.6,7.6,7.6,7.6
17/02/2009,7.6,7.6,7.6,7.6
18/02/2009,7.6,7.6,7.6,7.6
19/02/2009,7.6,7.6,7.6,7.6
20/02/2009,7.6,7.6,7.6,7.6
23/02/2009,7.6,7.6,7.6,7.6
24/02/2009,7.6,7.6,7.6,7.6
25/02/2009,7.6,7.6,7.6,7.6
26/02/2009,7.6,7.6,7.6,7.6
27/02/2009,7.6,7.6,7.6,7.6
2/3/2009,7.6,7.6,7.6,7.6
3/3/2009,7.6,7.6,7.6,7.6
4/3/2009,7.6,7.6,7.6,7.6
5/3/2009,7.6,7.6,7.6,7.6
9/3/2009,7.6,7.6,7.6,7.6
10/3/2009,7.6,7.6,7.6,7.6
11/3/2009,7.6,7.6,7.6,7.6
12/3/2009,7.6,7.6,7.6,7.6
13/03/2009,7.6,7.6,7.6,7.6
16/03/2009,7.6,7.6,7.6,7.6
17/03/2009,7.6,7.6,7.6,7.6
18/03/2009,7.6,7.6,7.6,7.6
19/03/2009,7.6,7.6,7.6,7.6
20/03/2009,7.6,7.6,7.6,7.6
23/03/2009,7.6,7.6,7.6,7.6
24/03/2009,7.6,7.6,7.6,7.6
25/03/2009,7.6,7.6,7.6,7.6
26/03/2009,7.6,7.6,7.6,7.6
27/03/2009,7.6,7.6,7.6,7.6
30/03/2009,7.6,7.6,7.6,7.6
31/03/2009,7.6,7.6,7.6,7.6
1/4/2009,7.6,7.6,7.6,7.6
2/4/2009,7.6,7.6,7.6,7.6
3/4/2009,7.6,7.6,7.6,7.6
23/04/2009,7.6,7.6,7.6,7.6
24/04/2009,7.6,7.6,7.6,7.6
27/04/2009,7.6,7.6,7.6,7.6
28/04/2009,7.6,7.6,7.6,7.6
29/04/2009,7.6,7.6,7.6,7.6
30/04/2009,7.6,7.6,7.6,7.6
4/5/2009,7.6,7.6,7.6,7.6
5/5/2009,7.6,7.6,7.6,7.6
6/5/2009,7.6,7.6,7.6,7.6
7/5/2009,7.6,7.6,7.6,7.6
8/5/2009,7.6,7.6,7.6,7.6
11/5/2009,7.6,7.6,7.6,7.6
12/5/2009,7.6,7.6,7.6,7.6
13/05/2009,7.6,7.6,7.6,7.6
14/05/2009,7.6,7.6,7.6,7.6
15/05/2009,7.6,7.6,7.6,7.6
18/05/2009,7.6,7.6,7.6,7.6
19/05/2009,7.6,7.6,7.6,7.6
20/05/2009,7.6,7.6,7.6,7.6
21/05/2009,7.6,7.6,7.6,7.6
22/05/2009,7.6,7.6,7.6,7.6
26/05/2009,7.6,7.6,7.6,7.6
27/05/2009,7.6,7.6,7.6,7.6
28/05/2009,7.6,7.6,7.6,7.6
29/05/2009,7.6,7.6,7.6,7.6
1/6/2009,7.6,7.6,7.6,7.6
2/6/2009,7.6,7.6,7.6,7.6
3/6/2009,7.6,7.6,7.6,7.6
4/6/2009,7.6,7.6,7.6,7.6
5/6/2009,7.6,7.6,7.6,7.6
8/6/2009,7.6,7.6,7.6,7.6
9/6/2009,7.6,7.6,7.6,7.6
10/6/2009,7.6,7.6,7.6,7.6
11/6/2009,7.6,7.6,7.6,7.6
12/6/2009,7.6,7.6,7.6,7.6
15/06/2009,7.6,7.6,7.6,7.6
16/06/2009,7.6,7.6,7.6,7.6
17/06/2009,7.6,7.6,7.6,7.6
18/06/2009,7.6,7.6,7.6,7.6
19/06/2009,7.6,7.6,7.6,7.6
22/06/2009,7.6,7.6,7.6,7.6
23/06/2009,7.6,7.6,7.6,7.6
24/06/2009,7.6,7.6,7.6,7.6
25/06/2009,7.6,7.6,7.6,7.6
26/06/2009,7.6,7.6,7.6,7.6
29/06/2009,7.6,7.6,7.6,7.6
30/06/2009,7.6,7.6,7.6,7.6
2/7/2009,7.6,7.6,7.6,7.6
3/7/2009,7.6,7.6,7.6,7.6
6/7/2009,7.6,7.6,7.6,7.6
7/7/2009,7.6,7.1,7.6,7.1
8/7/2009,7.6,6.8,7.1,6.8
9/7/2009,7.6,6.8,6.8,6.8
10/7/2009,7.6,6.8,6.8,6.8
13/07/2009,7.6,6.8,6.8,6.8
14/07/2009,7.6,6.8,6.8,6.8
15/07/2009,7.6,6.8,6.8,6.8
16/07/2009,7.6,6.8,6.8,6.8
17/07/2009,7.6,6.8,6.8,6.8
20/07/2009,7.6,6.8,6.8,6.8
21/07/2009,7.6,6.8,6.8,6.8
22/07/2009,7.6,6.8,6.8,7.5
23/07/2009,7.6,6.8,7.5,7.5
24/07/2009,7.6,6.8,7.5,7.5
27/07/2009,7.6,6.8,7.5,7.5
28/07/2009,7.6,6.8,7.5,7.5
29/07/2009,7.6,6.8,7.5,7.5
30/07/2009,7.6,6.8,7.5,7.5
31/07/2009,7.6,6.8,7.5,7.5
3/8/2009,7.6,6.8,7.5,7.5
4/8/2009,7.6,6.8,7.5,7.5
5/8/2009,7.6,6.8,7.5,7.5
6/8/2009,7.6,6.8,7.5,7.5
7/8/2009,7.6,6.8,7.5,7.5
10/8/2009,7.6,6.8,7.5,7.5
11/8/2009,7.6,6.8,7.5,7.5
12/8/2009,7.6,6.8,7.5,7.5
13/08/2009,7.6,6.8,7.5,7.5
14/08/2009,7.6,6.8,7.5,7.5
17/08/2009,7.6,6.8,7.5,7.5
18/08/2009,7.6,6.8,7.5,7.5
19/08/2009,7.6,6.8,7.5,7.5
20/08/2009,7.6,6.8,7.5,7.5
21/08/2009,7.6,6.8,7.5,7.5
24/08/2009,7.6,6.8,7.5,7.5
25/08/2009,7.6,6.8,7.5,7.5
26/08/2009,7.6,6.8,7.5,7.5
27/08/2009,7.6,6.8,7.5,7.5
28/08/2009,7.6,6.8,7.5,7.5
31/08/2009,7.6,6.8,7.5,7.5
1/9/2009,7.6,6.8,7.5,7.5
2/9/2009,7.6,6.8,7.5,7.5
3/9/2009,7.6,6.8,7.5,7.5
4/9/2009,7.6,6.8,7.5,7.5
7/9/2009,7.6,6.8,7.5,7.5
8/9/2009,7.6,6.8,7.5,7.5
9/9/2009,7.6,6.8,7.5,7.5
10/9/2009,7.6,6.8,7.5,7.5
11/9/2009,7.6,6.8,7.5,7.5
14/09/2009,7.6,6.8,7.5,7
15/09/2009,7.6,6.8,7,7
16/09/2009,7.6,6.8,7,7
17/09/2009,7.6,6.8,7,7
18/09/2009,7.6,6.8,7,7
22/09/2009,7.6,6.8,7,7
23/09/2009,7.6,6.8,7,7
24/09/2009,7.6,6.8,7,7
25/09/2009,7.6,6.8,7,7
28/09/2009,7.6,6.8,7,7
29/09/2009,7.6,6.8,7,7
30/09/2009,7.6,6.8,7,7
1/10/2009,7.6,6.8,7,7
2/10/2009,7.6,6.8,7,7
5/10/2009,7.6,6.8,7,7
6/10/2009,7.6,6.8,7,7
7/10/2009,7.6,6.8,7,7
8/10/2009,7.6,6.8,7,7
9/10/2009,7.6,6.8,7,7
12/10/2009,7.6,6.8,7,7
13/10/2009,7.6,6.8,7,7
14/10/2009,7.6,6.8,7,7
15/10/2009,7.6,6.8,7,7
16/10/2009,7.6,6.8,7,7
19/10/2009,7.6,6.8,7,7
20/10/2009,7.6,6.8,7,7
21/10/2009,7.6,6.8,7,7
22/10/2009,7.6,6.8,7,7
23/10/2009,7.6,6.8,7,7
26/10/2009,7.6,6.8,7,7
27/10/2009,7.6,6.8,7,7
28/10/2009,7.6,6.8,7,7
29/10/2009,7.6,6.8,7,7
30/10/2009,7.6,6.8,7,6.8
2/11/2009,7.6,6.8,6.8,6.8
3/11/2009,7.6,6.8,6.8,6.8
4/11/2009,7.6,6.8,6.8,6.8
5/11/2009,7.6,6.8,6.8,6.8
6/11/2009,7.6,6.8,6.8,6.8
9/11/2009,7.6,6.8,6.8,6.8
10/11/2009,7.6,6.8,6.8,6.8
11/11/2009,7.6,6.8,6.8,6.8
12/11/2009,7.6,6.8,6.8,6.8
13/11/2009,7.6,6.8,6.8,6.8
16/11/2009,7.6,6.8,6.8,6.8
17/11/2009,7.6,6.8,6.8,6.8
18/11/2009,7.6,6.8,6.8,6.8
19/11/2009,7.6,6.8,6.8,6.8
20/11/2009,7.6,6.8,6.8,6.8
23/11/2009,7.6,6.8,6.8,6.8
24/11/2009,7.6,6.8,6.8,6.8
25/11/2009,7.6,6.8,6.8,6.8
26/11/2009,7.6,6.8,6.8,6.8
30/11/2009,7.6,6.8,6.8,6.8
1/12/2009,7.6,6.8,6.8,6.8
2/12/2009,7.6,6.8,6.8,6.8
3/12/2009,7.6,6.8,6.8,6.8
7/12/2009,7.6,6.8,6.8,6.8
8/12/2009,7.6,6.8,6.8,6.8
9/12/2009,7.6,6.8,6.8,6.8
10/12/2009,7.6,6.8,6.8,6.8
11/12/2009,7.6,6.8,6.8,6.8
14/12/2009,7.6,6.8,6.8,6.8
15/12/2009,7.6,6.8,6.8,6.8
16/12/2009,7.6,6.8,6.8,6.8
17/12/2009,7.6,6.8,6.8,6.8
18/12/2009,7.6,6.8,6.8,6.8
21/12/2009,7.6,6.8,6.8,6.8
22/12/2009,7.6,6.8,6.8,6.8
23/12/2009,7.6,6.8,6.8,6.8
24/12/2009,7.6,6.8,6.8,6.8
29/12/2009,7.6,6.8,6.8,6.8
30/12/2009,7.6,6.8,6.8,6.8
31/12/2009,7.6,6.8,6.8,6.8
4/1/2010,7.6,6.8,6.8,6.8
5/1/2010,7.6,6.8,6.8,6.8
6/1/2010,6.8,6.8,6.8,6.8
7/1/2010,6.8,6.8,6.8,6.8
8/1/2010,6.8,6.8,6.8,6.8
11/1/2010,6.8,6.8,6.8,6.8
12/1/2010,6.8,6.8,6.8,6.8
13/01/2010,6.8,6.8,6.8,6.8
